TDEP,LITOLOGIA
380.8,ARENITO
380.9,ARENITO
381.0,CALCILUTITO
381.1,CALCILUTITO
381.2,CALCILUTITO
381.3,CALCILUTITO
381.4,CALCILUTITO
381.5,CALCILUTITO
381.6,CALCILUTITO
381.7,CALCILUTITO
381.8,CALCILUTITO
381.9,CALCILUTITO
382.0,CALCILUTITO
382.1,CALCILUTITO
382.2,CALCILUTITO
382.3,CALCILUTITO
382.4,CALCILUTITO
382.5,CALCILUTITO
382.6,CALCILUTITO
382.7,CALCILUTITO
382.8,CALCILUTITO
382.9,CALCILUTITO
383.0,CALCILUTITO
383.1,CALCILUTITO
383.2,CALCILUTITO
383.3,CALCILUTITO
383.4,CALCILUTITO
383.5,ARENITO
383.6,ARENITO
383.7,ARENITO
383.8,ARENITO
383.9,ARENITO
384.0,ARENITO
384.1,ARENITO
384.2,ARENITO
384.3,ARENITO
384.4,ARENITO
384.5,ARENITO
384.6,ARENITO
384.7,ARENITO
384.8,ARENITO
384.9,ARENITO
385.0,ARENITO
385.1,ARENITO
385.2,ARENITO
385.3,ARENITO
385.4,ARENITO
385.5,ARENITO
385.6,ARENITO
385.7,ARENITO
385.8,ARENITO
385.9,ARENITO
386.0,ARENITO
386.1,ARENITO
386.2,ARENITO
386.3,ARENITO
386.4,ARENITO
386.5,ARENITO
386.6,ARENITO
386.7,ARENITO
386.8,ARENITO
386.9,ARENITO
387.0,ARENITO
387.1,ARENITO
387.2,ARENITO
387.3,ARENITO
387.4,ARENITO
387.5,ARENITO
387.6,ARENITO
387.7,ARENITO
387.8,CALCARENITO
387.9,CALCARENITO
388.0,CALCARENITO
388.1,CALCARENITO
388.2,CALCARENITO
388.3,CALCARENITO
388.4,ARENITO
388.5,ARENITO
388.6,ARENITO
388.7,ARENITO
388.8,ARENITO
388.9,ARENITO
389.0,ARENITO
389.1,CALCARENITO
389.2,CALCARENITO
389.3,CALCARENITO
389.4,CALCARENITO
389.5,CALCARENITO
389.6,CALCARENITO
389.7,CALCARENITO
389.8,CALCARENITO
389.9,CALCARENITO
390.0,CALCARENITO
390.1,CALCARENITO
390.2,ARENITO
390.3,ARENITO
390.4,ARENITO
390.5,ARENITO
390.6,ARENITO
390.7,ARENITO
390.8,CALCARENITO
390.9,CALCARENITO
391.0,CALCARENITO
391.1,CALCARENITO
391.2,CALCARENITO
391.3,CALCARENITO
391.4,CALCARENITO
391.5,CALCARENITO
391.6,CALCARENITO
391.7,CALCARENITO
391.8,CALCARENITO
391.9,CALCARENITO
392.0,CALCARENITO
392.1,CALCARENITO
392.2,CALCARENITO
392.3,CALCARENITO
392.4,CALCARENITO
392.5,CALCARENITO
392.6,CALCARENITO
392.7,CALCARENITO
392.8,CALCARENITO
392.9,CALCARENITO
393.0,CALCARENITO
393.1,CALCARENITO
393.2,CALCARENITO
393.3,CALCARENITO
393.4,CALCARENITO
393.5,CALCARENITO
393.6,CALCARENITO
393.7,CALCARENITO
393.8,CALCARENITO
393.9,CALCARENITO
394.0,CALCARENITO
394.1,CALCARENITO
394.2,ARENITO
394.3,ARENITO
394.4,ARENITO
394.5,ARENITO
394.6,ARENITO
394.7,ARENITO
394.8,ARENITO
394.9,ARENITO
395.0,ARENITO
395.1,CALCARENITO
395.2,CALCARENITO
395.3,CALCARENITO
395.4,CALCARENITO
395.5,CALCARENITO
395.6,CALCARENITO
395.7,FOLHELHO
395.8,FOLHELHO
395.9,FOLHELHO
396.0,FOLHELHO
396.1,FOLHELHO
396.2,FOLHELHO
396.3,FOLHELHO
396.4,CALCARENITO
396.5,CALCARENITO
396.6,CALCARENITO
396.7,CALCARENITO
396.8,CALCARENITO
396.9,CALCARENITO
397.0,CALCARENITO
397.1,CALCARENITO
397.2,ARENITO
397.3,ARENITO
397.4,ARENITO
397.5,ARENITO
397.6,ARENITO
397.7,ARENITO
397.8,ARENITO
397.9,CALCARENITO
398.0,CALCARENITO
398.1,CALCARENITO
398.2,CALCARENITO
398.3,CALCARENITO
398.4,CALCARENITO
398.5,FOLHELHO
398.6,FOLHELHO
398.7,FOLHELHO
398.8,FOLHELHO
398.9,FOLHELHO
399.0,FOLHELHO
399.1,FOLHELHO
399.2,CALCARENITO
399.3,CALCARENITO
399.4,CALCARENITO
399.5,CALCARENITO
399.6,CALCARENITO
399.7,CALCARENITO
399.8,CALCARENITO
399.9,CALCARENITO
400.0,FOLHELHO
400.1,FOLHELHO
400.2,FOLHELHO
400.3,FOLHELHO
400.4,FOLHELHO
400.5,FOLHELHO
400.6,FOLHELHO
400.7,FOLHELHO
400.8,FOLHELHO
400.9,FOLHELHO
401.0,FOLHELHO
401.1,FOLHELHO
401.2,ARENITO
401.3,ARENITO
401.4,ARENITO
401.5,ARENITO
401.6,ARENITO
401.7,ARENITO
401.8,ARENITO
401.9,ARENITO
402.0,ARENITO
402.1,ARENITO
402.2,ARENITO
402.3,ARENITO
402.4,ARENITO
402.5,ARENITO
402.6,FOLHELHO
402.7,FOLHELHO
402.8,FOLHELHO
402.9,FOLHELHO
403.0,FOLHELHO
403.1,FOLHELHO
403.2,FOLHELHO
403.3,FOLHELHO
403.4,FOLHELHO
403.5,FOLHELHO
403.6,FOLHELHO
403.7,FOLHELHO
403.8,FOLHELHO
403.9,FOLHELHO
404.0,FOLHELHO
404.1,FOLHELHO
404.2,FOLHELHO
404.3,FOLHELHO
404.4,FOLHELHO
404.5,FOLHELHO
404.6,FOLHELHO
404.7,FOLHELHO
404.8,FOLHELHO
404.9,FOLHELHO
405.0,FOLHELHO
405.1,FOLHELHO
405.2,FOLHELHO
405.3,ARENITO
405.4,ARENITO
405.5,ARENITO
405.6,ARENITO
405.7,ARENITO
405.8,ARENITO
405.9,ARENITO
406.0,ARENITO
406.1,ARENITO
406.2,ARENITO
406.3,ARENITO
406.4,ARENITO
406.5,ARENITO
406.6,FOLHELHO
406.7,FOLHELHO
406.8,FOLHELHO
406.9,FOLHELHO
407.0,FOLHELHO
407.1,FOLHELHO
407.2,FOLHELHO
407.3,FOLHELHO
407.4,FOLHELHO
407.5,FOLHELHO
407.6,FOLHELHO
407.7,FOLHELHO
407.8,ARENITO
407.9,ARENITO
408.0,ARENITO
408.1,ARENITO
408.2,ARENITO
408.3,ARENITO
408.4,ARENITO
408.5,ARENITO
408.6,ARENITO
408.7,ARENITO
408.8,ARENITO
408.9,ARENITO
409.0,ARENITO
409.1,ARENITO
409.2,ARENITO
409.3,ARENITO
409.4,ARENITO
409.5,ARENITO
409.6,ARENITO
409.7,ARENITO
409.8,ARENITO
409.9,ARENITO
410.0,ARENITO
410.1,ARENITO
410.2,ARENITO
410.3,ARENITO
410.4,ARENITO
410.5,ARENITO
410.6,ARENITO
410.7,ARENITO
410.8,ARENITO
410.9,ARENITO
411.0,ARENITO
411.1,ARENITO
411.2,ARENITO
411.3,ARENITO
411.4,ARENITO
411.5,ARENITO
411.6,ARENITO
411.7,ARENITO
411.8,ARENITO
411.9,ARENITO
412.0,ARENITO
412.1,ARENITO
412.2,ARENITO
412.3,ARENITO
412.4,ARENITO
412.5,ARENITO
412.6,ARENITO
412.7,ARENITO
412.8,ARENITO
412.9,ARENITO
413.0,ARENITO
413.1,ARENITO
413.2,ARENITO
413.3,ARENITO
413.4,ARENITO
413.5,ARENITO
413.6,ARENITO
413.7,ARENITO
413.8,ARENITO
413.9,ARENITO
414.0,ARENITO
414.1,CALCARENITO
414.2,CALCARENITO
414.3,CALCARENITO
414.4,CALCARENITO
414.5,CALCARENITO
414.6,CALCARENITO
414.7,CALCARENITO
414.8,CALCARENITO
414.9,CALCARENITO
415.0,CALCARENITO
415.1,CALCARENITO
415.2,CALCARENITO
415.3,CALCARENITO
415.4,CALCARENITO
415.5,CALCARENITO
415.6,CALCARENITO
415.7,CALCARENITO
415.8,CALCARENITO
415.9,CALCARENITO
416.0,CALCARENITO
416.1,CALCARENITO
416.2,CALCARENITO
416.3,CALCARENITO
416.4,CALCARENITO
416.5,CALCARENITO
416.6,CALCARENITO
416.7,CALCARENITO
416.8,CALCARENITO
416.9,CALCARENITO
417.0,CALCARENITO
417.1,CALCARENITO
417.2,CALCARENITO
417.3,CALCARENITO
417.4,CALCARENITO
417.5,CALCARENITO
417.6,CALCARENITO
417.7,CALCARENITO
417.8,CALCARENITO
417.9,CALCARENITO
418.0,CALCARENITO
418.1,CALCARENITO
418.2,CALCARENITO
418.3,CALCARENITO
418.4,CALCARENITO
418.5,CALCARENITO
418.6,ARENITO
418.7,ARENITO
418.8,ARENITO
418.9,ARENITO
419.0,ARENITO
419.1,ARENITO
419.2,ARENITO
419.3,FOLHELHO
419.4,FOLHELHO
419.5,FOLHELHO
419.6,FOLHELHO
419.7,FOLHELHO
419.8,FOLHELHO
419.9,CALCARENITO
420.0,CALCARENITO
420.1,CALCARENITO
420.2,CALCARENITO
420.3,CALCARENITO
420.4,CALCARENITO
420.5,CALCARENITO
420.6,FOLHELHO
420.7,FOLHELHO
420.8,FOLHELHO
420.9,FOLHELHO
421.0,FOLHELHO
421.1,FOLHELHO
421.2,FOLHELHO
421.3,ARENITO
421.4,ARENITO
421.5,ARENITO
421.6,ARENITO
421.7,ARENITO
421.8,ARENITO
421.9,ARENITO
422.0,ARENITO
422.1,ARENITO
422.2,FOLHELHO
422.3,FOLHELHO
422.4,FOLHELHO
422.5,FOLHELHO
422.6,FOLHELHO
422.7,FOLHELHO
422.8,FOLHELHO
422.9,FOLHELHO
423.0,FOLHELHO
423.1,FOLHELHO
423.2,FOLHELHO
423.3,FOLHELHO
423.4,FOLHELHO
423.5,FOLHELHO
423.6,FOLHELHO
423.7,FOLHELHO
423.8,FOLHELHO
423.9,FOLHELHO
424.0,FOLHELHO
424.1,FOLHELHO
424.2,FOLHELHO
424.3,FOLHELHO
424.4,FOLHELHO
424.5,FOLHELHO
424.6,FOLHELHO
424.7,FOLHELHO
424.8,FOLHELHO
424.9,FOLHELHO
425.0,FOLHELHO
425.1,FOLHELHO
425.2,FOLHELHO
425.3,FOLHELHO
425.4,FOLHELHO
425.5,FOLHELHO
425.6,FOLHELHO
425.7,FOLHELHO
425.8,FOLHELHO
425.9,FOLHELHO
426.0,FOLHELHO
426.1,FOLHELHO
426.2,ARENITO
426.3,ARENITO
426.4,ARENITO
426.5,ARENITO
426.6,ARENITO
426.7,ARENITO
426.8,ARENITO
426.9,ARENITO
427.0,ARENITO
427.1,ARENITO
427.2,FOLHELHO
427.3,FOLHELHO
427.4,FOLHELHO
427.5,FOLHELHO
427.6,FOLHELHO
427.7,FOLHELHO
427.8,FOLHELHO
427.9,FOLHELHO
428.0,FOLHELHO
428.1,FOLHELHO
428.2,FOLHELHO
428.3,FOLHELHO
428.4,FOLHELHO
428.5,FOLHELHO
428.6,FOLHELHO
428.7,FOLHELHO
428.8,FOLHELHO
428.9,FOLHELHO
429.0,FOLHELHO
429.1,FOLHELHO
429.2,FOLHELHO
429.3,FOLHELHO
429.4,FOLHELHO
429.5,FOLHELHO
429.6,FOLHELHO
429.7,FOLHELHO
429.8,FOLHELHO
429.9,FOLHELHO
430.0,ARENITO
430.1,ARENITO
430.2,ARENITO
430.3,ARENITO
430.4,ARENITO
430.5,ARENITO
430.6,FOLHELHO
430.7,FOLHELHO
430.8,FOLHELHO
430.9,FOLHELHO
431.0,FOLHELHO
431.1,FOLHELHO
431.2,FOLHELHO
431.3,FOLHELHO
431.4,FOLHELHO
431.5,FOLHELHO
431.6,ARENITO
431.7,ARENITO
431.8,ARENITO
431.9,ARENITO
432.0,ARENITO
432.1,ARENITO
432.2,ARENITO
432.3,ARENITO
432.4,ARENITO
432.5,ARENITO
432.6,ARENITO
432.7,ARENITO
432.8,ARENITO
432.9,ARENITO
433.0,ARENITO
433.1,ARENITO
433.2,ARENITO
433.3,ARENITO
433.4,ARENITO
433.5,ARENITO
433.6,ARENITO
433.7,FOLHELHO
433.8,FOLHELHO
433.9,FOLHELHO
434.0,FOLHELHO
434.1,FOLHELHO
434.2,FOLHELHO
434.3,FOLHELHO
434.4,FOLHELHO
434.5,FOLHELHO
434.6,FOLHELHO
434.7,FOLHELHO
434.8,FOLHELHO
434.9,FOLHELHO
435.0,FOLHELHO
435.1,FOLHELHO
435.2,FOLHELHO
435.3,FOLHELHO
435.4,FOLHELHO
435.5,FOLHELHO
435.6,FOLHELHO
435.7,FOLHELHO
435.8,FOLHELHO
435.9,FOLHELHO
436.0,FOLHELHO
436.1,FOLHELHO
436.2,FOLHELHO
436.3,FOLHELHO
436.4,FOLHELHO
436.5,FOLHELHO
436.6,FOLHELHO
436.7,FOLHELHO
436.8,FOLHELHO
436.9,FOLHELHO
437.0,FOLHELHO
437.1,FOLHELHO
437.2,FOLHELHO
437.3,FOLHELHO
437.4,ARENITO
437.5,ARENITO
437.6,ARENITO
437.7,ARENITO
437.8,ARENITO
437.9,ARENITO
438.0,ARENITO
438.1,ARENITO
438.2,FOLHELHO
438.3,FOLHELHO
438.4,FOLHELHO
438.5,FOLHELHO
438.6,FOLHELHO
438.7,FOLHELHO
438.8,FOLHELHO
438.9,FOLHELHO
439.0,FOLHELHO
439.1,FOLHELHO
439.2,FOLHELHO
439.3,FOLHELHO
439.4,FOLHELHO
439.5,FOLHELHO
439.6,FOLHELHO
439.7,FOLHELHO
439.8,FOLHELHO
439.9,FOLHELHO
440.0,FOLHELHO
440.1,FOLHELHO
440.2,FOLHELHO
440.3,FOLHELHO
440.4,FOLHELHO
440.5,FOLHELHO
440.6,FOLHELHO
440.7,FOLHELHO
440.8,FOLHELHO
440.9,FOLHELHO
441.0,FOLHELHO
441.1,FOLHELHO
441.2,FOLHELHO
441.3,FOLHELHO
441.4,FOLHELHO
441.5,FOLHELHO
441.6,FOLHELHO
441.7,FOLHELHO
441.8,FOLHELHO
441.9,FOLHELHO
442.0,FOLHELHO
442.1,FOLHELHO
442.2,FOLHELHO
442.3,FOLHELHO
442.4,FOLHELHO
442.5,FOLHELHO
442.6,FOLHELHO
442.7,FOLHELHO
442.8,FOLHELHO
442.9,FOLHELHO
443.0,FOLHELHO
443.1,FOLHELHO
443.2,FOLHELHO
443.3,FOLHELHO
443.4,FOLHELHO
443.5,FOLHELHO
443.6,FOLHELHO
443.7,FOLHELHO
443.8,FOLHELHO
443.9,FOLHELHO
444.0,FOLHELHO
444.1,FOLHELHO
444.2,FOLHELHO
444.3,FOLHELHO
444.4,FOLHELHO
444.5,FOLHELHO
444.6,FOLHELHO
444.7,FOLHELHO
444.8,FOLHELHO
444.9,FOLHELHO
445.0,FOLHELHO
445.1,FOLHELHO
445.2,FOLHELHO
445.3,FOLHELHO
445.4,FOLHELHO
445.5,FOLHELHO
445.6,FOLHELHO
445.7,FOLHELHO
445.8,FOLHELHO
445.9,FOLHELHO
446.0,FOLHELHO
446.1,FOLHELHO
446.2,FOLHELHO
446.3,FOLHELHO
446.4,FOLHELHO
446.5,FOLHELHO
446.6,FOLHELHO
446.7,FOLHELHO
446.8,FOLHELHO
446.9,FOLHELHO
447.0,FOLHELHO
447.1,FOLHELHO
447.2,FOLHELHO
447.3,FOLHELHO
447.4,FOLHELHO
447.5,FOLHELHO
447.6,FOLHELHO
447.7,FOLHELHO
447.8,FOLHELHO
447.9,FOLHELHO
448.0,FOLHELHO
448.1,FOLHELHO
448.2,FOLHELHO
448.3,FOLHELHO
448.4,FOLHELHO
448.5,FOLHELHO
448.6,FOLHELHO
448.7,FOLHELHO
448.8,FOLHELHO
448.9,FOLHELHO
449.0,FOLHELHO
449.1,FOLHELHO
449.2,FOLHELHO
449.3,ARENITO
449.4,ARENITO
449.5,ARENITO
449.6,ARENITO
449.7,ARENITO
449.8,ARENITO
449.9,FOLHELHO
450.0,FOLHELHO
450.1,FOLHELHO
450.2,FOLHELHO
450.3,FOLHELHO
450.4,FOLHELHO
450.5,FOLHELHO
450.6,FOLHELHO
450.7,FOLHELHO
450.8,FOLHELHO
450.9,FOLHELHO
451.0,FOLHELHO
451.1,FOLHELHO
451.2,FOLHELHO
451.3,FOLHELHO
451.4,FOLHELHO
451.5,FOLHELHO
451.6,FOLHELHO
451.7,FOLHELHO
451.8,FOLHELHO
451.9,FOLHELHO
452.0,ARENITO
452.1,ARENITO
452.2,ARENITO
452.3,ARENITO
452.4,ARENITO
452.5,ARENITO
452.6,ARENITO
452.7,ARENITO
452.8,ARENITO
452.9,ARENITO
453.0,ARENITO
453.1,ARENITO
453.2,ARENITO
453.3,ARENITO
453.4,ARENITO
453.5,ARENITO
453.6,ARENITO
453.7,ARENITO
453.8,ARENITO
453.9,ARENITO
454.0,ARENITO
454.1,ARENITO
454.2,ARENITO
454.3,ARENITO
454.4,ARENITO
454.5,ARENITO
454.6,ARENITO
454.7,ARENITO
454.8,ARENITO
454.9,FOLHELHO
455.0,FOLHELHO
455.1,FOLHELHO
455.2,FOLHELHO
455.3,FOLHELHO
455.4,FOLHELHO
455.5,FOLHELHO
455.6,FOLHELHO
455.7,FOLHELHO
455.8,FOLHELHO
455.9,FOLHELHO
456.0,FOLHELHO
456.1,FOLHELHO
456.2,FOLHELHO
456.3,FOLHELHO
456.4,FOLHELHO
456.5,FOLHELHO
456.6,FOLHELHO
456.7,FOLHELHO
456.8,FOLHELHO
456.9,FOLHELHO
457.0,ARENITO
457.1,ARENITO
457.2,ARENITO
457.3,ARENITO
457.4,ARENITO
457.5,ARENITO
457.6,ARENITO
457.7,ARENITO
457.8,ARENITO
457.9,ARENITO
458.0,ARENITO
458.1,ARENITO
458.2,ARENITO
458.3,ARENITO
458.4,ARENITO
458.5,ARENITO
458.6,ARENITO
458.7,ARENITO
458.8,ARENITO
458.9,ARENITO
459.0,ARENITO
459.1,ARENITO
459.2,CALCARENITO
459.3,CALCARENITO
459.4,CALCARENITO
459.5,CALCARENITO
459.6,CALCARENITO
459.7,CALCARENITO
459.8,CALCARENITO
459.9,CALCARENITO
460.0,CALCARENITO
460.1,CALCARENITO
460.2,CALCARENITO
460.3,CALCARENITO
460.4,CALCARENITO
460.5,CALCARENITO
460.6,CALCARENITO
460.7,CALCARENITO
460.8,CALCARENITO
460.9,CALCARENITO
461.0,CALCARENITO
461.1,CALCARENITO
461.2,CALCARENITO
461.3,CALCARENITO
461.4,CALCARENITO
461.5,CALCARENITO
461.6,CALCARENITO
461.7,CALCARENITO
461.8,CALCARENITO
461.9,CALCARENITO
462.0,ARENITO
462.1,ARENITO
462.2,ARENITO
462.3,ARENITO
462.4,ARENITO
462.5,ARENITO
462.6,ARENITO
462.7,ARENITO
462.8,ARENITO
462.9,ARENITO
463.0,ARENITO
463.1,ARENITO
463.2,ARENITO
463.3,ARENITO
463.4,ARENITO
463.5,ARENITO
463.6,ARENITO
463.7,ARENITO
463.8,CALCILUTITO
463.9,CALCILUTITO
464.0,CALCILUTITO
464.1,CALCILUTITO
464.2,CALCILUTITO
464.3,CALCILUTITO
464.4,CALCILUTITO
464.5,CALCILUTITO
464.6,CALCILUTITO
464.7,CALCILUTITO
464.8,CALCILUTITO
464.9,CALCILUTITO
465.0,CALCILUTITO
465.1,CALCILUTITO
465.2,CALCILUTITO
465.3,CALCILUTITO
465.4,CALCILUTITO
465.5,CALCILUTITO
465.6,CALCILUTITO
465.7,CALCILUTITO
465.8,CALCILUTITO
465.9,CALCILUTITO
466.0,CALCILUTITO
466.1,CALCILUTITO
466.2,CALCILUTITO
466.3,CALCILUTITO
466.4,CALCILUTITO
466.5,CALCILUTITO
466.6,CALCILUTITO
466.7,CALCILUTITO
466.8,CALCILUTITO
466.9,CALCILUTITO
467.0,CALCILUTITO
467.1,CALCILUTITO
467.2,CALCILUTITO
467.3,CALCILUTITO
467.4,CALCILUTITO
467.5,CALCILUTITO
467.6,CALCILUTITO
467.7,CALCILUTITO
467.8,CALCILUTITO
467.9,CALCILUTITO
468.0,CALCILUTITO
468.1,CALCILUTITO
468.2,CALCILUTITO
468.3,CALCILUTITO
468.4,CALCILUTITO
468.5,CALCILUTITO
468.6,CALCILUTITO
468.7,CALCILUTITO
468.8,CALCILUTITO
468.9,CALCILUTITO
469.0,CALCILUTITO
469.1,CALCILUTITO
469.2,CALCILUTITO
469.3,CALCILUTITO
469.4,CALCILUTITO
469.5,CALCILUTITO
469.6,CALCILUTITO
469.7,CALCILUTITO
469.8,CALCILUTITO
469.9,CALCILUTITO
470.0,CALCILUTITO
470.1,CALCILUTITO
470.2,CALCILUTITO
470.3,CALCILUTITO
470.4,CALCILUTITO
470.5,CALCILUTITO
470.6,CALCILUTITO
470.7,CALCILUTITO
470.8,CALCILUTITO
470.9,CALCILUTITO
471.0,CALCILUTITO
471.1,CALCILUTITO
471.2,CALCILUTITO
471.3,CALCILUTITO
471.4,CALCILUTITO
471.5,CALCILUTITO
471.6,CALCILUTITO
471.7,CALCILUTITO
471.8,CALCILUTITO
471.9,CALCILUTITO
472.0,CALCILUTITO
472.1,CALCILUTITO
472.2,CALCILUTITO
472.3,CALCILUTITO
472.4,CALCILUTITO
472.5,CALCILUTITO
472.6,FOLHELHO
472.7,FOLHELHO
472.8,FOLHELHO
472.9,FOLHELHO
473.0,FOLHELHO
473.1,FOLHELHO
473.2,FOLHELHO
473.3,FOLHELHO
473.4,FOLHELHO
473.5,FOLHELHO
473.6,FOLHELHO
473.7,FOLHELHO
473.8,FOLHELHO
473.9,FOLHELHO
474.0,FOLHELHO
474.1,FOLHELHO
474.2,FOLHELHO
474.3,FOLHELHO
474.4,FOLHELHO
474.5,FOLHELHO
474.6,FOLHELHO
474.7,FOLHELHO
474.8,FOLHELHO
474.9,FOLHELHO
475.0,FOLHELHO
475.1,FOLHELHO
475.2,FOLHELHO
475.3,FOLHELHO
475.4,FOLHELHO
475.5,FOLHELHO
475.6,FOLHELHO
475.7,FOLHELHO
475.8,FOLHELHO
475.9,CALCILUTITO
476.0,CALCILUTITO
476.1,CALCILUTITO
476.2,CALCILUTITO
476.3,CALCILUTITO
476.4,CALCILUTITO
476.5,CALCILUTITO
476.6,CALCILUTITO
476.7,CALCILUTITO
476.8,CALCILUTITO
476.9,CALCILUTITO
477.0,CALCILUTITO
477.1,CALCILUTITO
477.2,CALCILUTITO
477.3,CALCILUTITO
477.4,CALCILUTITO
477.5,CALCILUTITO
477.6,CALCILUTITO
477.7,CALCILUTITO
477.8,CALCILUTITO
477.9,CALCILUTITO
478.0,CALCILUTITO
478.1,CALCILUTITO
478.2,CALCILUTITO
478.3,CALCILUTITO
478.4,CALCILUTITO
478.5,CALCILUTITO
478.6,CALCILUTITO
478.7,CALCILUTITO
478.8,CALCILUTITO
478.9,CALCILUTITO
479.0,CALCILUTITO
479.1,CALCILUTITO
479.2,CALCILUTITO
479.3,CALCILUTITO
479.4,CALCILUTITO
479.5,CALCILUTITO
479.6,CALCILUTITO
479.7,CALCILUTITO
479.8,CALCILUTITO
479.9,CALCILUTITO
480.0,CALCILUTITO
480.1,CALCILUTITO
480.2,CALCILUTITO
480.3,CALCILUTITO
480.4,CALCILUTITO
480.5,CALCILUTITO
480.6,CALCILUTITO
480.7,CALCILUTITO
480.8,CALCILUTITO
480.9,CALCILUTITO
481.0,CALCILUTITO
481.1,CALCILUTITO
481.2,CALCILUTITO
481.3,FOLHELHO
481.4,FOLHELHO
481.5,FOLHELHO
481.6,FOLHELHO
481.7,FOLHELHO
481.8,FOLHELHO
481.9,FOLHELHO
482.0,FOLHELHO
482.1,FOLHELHO
482.2,FOLHELHO
482.3,FOLHELHO
482.4,FOLHELHO
482.5,FOLHELHO
482.6,FOLHELHO
482.7,FOLHELHO
482.8,FOLHELHO
482.9,FOLHELHO
483.0,CALCILUTITO
483.1,CALCILUTITO
483.2,CALCILUTITO
483.3,CALCILUTITO
483.4,CALCILUTITO
483.5,CALCILUTITO
483.6,CALCILUTITO
483.7,CALCILUTITO
483.8,CALCILUTITO
483.9,CALCILUTITO
484.0,CALCILUTITO
484.1,CALCILUTITO
484.2,CALCILUTITO
484.3,CALCILUTITO
484.4,CALCILUTITO
484.5,CALCILUTITO
484.6,CALCILUTITO
484.7,CALCILUTITO
484.8,CALCILUTITO
484.9,CALCILUTITO
485.0,FOLHELHO
485.1,FOLHELHO
485.2,FOLHELHO
485.3,FOLHELHO
485.4,FOLHELHO
485.5,FOLHELHO
485.6,FOLHELHO
485.7,FOLHELHO
485.8,FOLHELHO
485.9,FOLHELHO
486.0,FOLHELHO
486.1,FOLHELHO
486.2,FOLHELHO
486.3,FOLHELHO
486.4,FOLHELHO
486.5,FOLHELHO
486.6,FOLHELHO
486.7,FOLHELHO
486.8,FOLHELHO
486.9,FOLHELHO
487.0,FOLHELHO
487.1,FOLHELHO
487.2,FOLHELHO
487.3,FOLHELHO
487.4,FOLHELHO
487.5,FOLHELHO
487.6,FOLHELHO
487.7,FOLHELHO
487.8,FOLHELHO
487.9,FOLHELHO
488.0,FOLHELHO
488.1,FOLHELHO
488.2,FOLHELHO
488.3,FOLHELHO
488.4,FOLHELHO
488.5,FOLHELHO
488.6,FOLHELHO
488.7,FOLHELHO
488.8,FOLHELHO
488.9,FOLHELHO
489.0,FOLHELHO
489.1,FOLHELHO
489.2,FOLHELHO
489.3,FOLHELHO
489.4,FOLHELHO
489.5,FOLHELHO
489.6,FOLHELHO
489.7,FOLHELHO
489.8,FOLHELHO
489.9,FOLHELHO
490.0,FOLHELHO
490.1,FOLHELHO
490.2,FOLHELHO
490.3,FOLHELHO
490.4,FOLHELHO
490.5,FOLHELHO
490.6,FOLHELHO
490.7,FOLHELHO
490.8,FOLHELHO
490.9,FOLHELHO
491.0,FOLHELHO
491.1,FOLHELHO
491.2,FOLHELHO
491.3,FOLHELHO
491.4,FOLHELHO
491.5,FOLHELHO
491.6,FOLHELHO
491.7,FOLHELHO
491.8,FOLHELHO
491.9,FOLHELHO
492.0,FOLHELHO
492.1,FOLHELHO
492.2,FOLHELHO
492.3,FOLHELHO
492.4,FOLHELHO
492.5,FOLHELHO
492.6,FOLHELHO
492.7,FOLHELHO
492.8,FOLHELHO
492.9,FOLHELHO
493.0,FOLHELHO
493.1,FOLHELHO
493.2,FOLHELHO
493.3,FOLHELHO
493.4,FOLHELHO
493.5,FOLHELHO
493.6,FOLHELHO
493.7,FOLHELHO
493.8,FOLHELHO
493.9,FOLHELHO
494.0,FOLHELHO
494.1,FOLHELHO
494.2,FOLHELHO
494.3,FOLHELHO
494.4,FOLHELHO
494.5,FOLHELHO
494.6,FOLHELHO
494.7,FOLHELHO
494.8,FOLHELHO
494.9,FOLHELHO
495.0,FOLHELHO
495.1,FOLHELHO
495.2,FOLHELHO
495.3,FOLHELHO
495.4,FOLHELHO
495.5,FOLHELHO
495.6,FOLHELHO
495.7,CALCILUTITO
495.8,CALCILUTITO
495.9,CALCILUTITO
496.0,CALCILUTITO
496.1,CALCILUTITO
496.2,CALCILUTITO
496.3,CALCILUTITO
496.4,CALCILUTITO
496.5,CALCILUTITO
496.6,CALCILUTITO
496.7,CALCILUTITO
496.8,CALCILUTITO
496.9,CALCILUTITO
497.0,CALCILUTITO
497.1,CALCILUTITO
497.2,CALCILUTITO
497.3,CALCILUTITO
497.4,CALCILUTITO
497.5,CALCILUTITO
497.6,CALCILUTITO
497.7,CALCILUTITO
497.8,CALCILUTITO
497.9,CALCILUTITO
498.0,CALCILUTITO
498.1,CALCILUTITO
498.2,CALCILUTITO
498.3,CALCILUTITO
498.4,CALCILUTITO
498.5,CALCILUTITO
498.6,CALCILUTITO
498.7,CALCILUTITO
498.8,CALCILUTITO
498.9,CALCILUTITO
499.0,CALCILUTITO
499.1,FOLHELHO
499.2,FOLHELHO
499.3,FOLHELHO
499.4,FOLHELHO
499.5,FOLHELHO
499.6,FOLHELHO
499.7,FOLHELHO
499.8,FOLHELHO
499.9,FOLHELHO
500.0,FOLHELHO
500.1,FOLHELHO
500.2,FOLHELHO
500.3,FOLHELHO
500.4,FOLHELHO
